timestamp,source,steps
2021-06-06 21:10:53.874000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:10:54.954000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:10:56.633000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:10:57.714000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:10:59.074000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:00.474000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:02.074000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:03.274000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:04.674000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:05.954000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:07.314000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:08.554000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:09.794000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:10.994000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:12.353000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:13.594000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:14.994000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:16.194000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:17.514000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:18.834000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:20.154000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:21.394000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:22.714000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:23.914000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:25.114000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:26.594000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:27.874000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:29.234000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:31.234000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:32.554000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:33.834000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:35.114000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:36.593000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:38.074000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:39.514000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:41.034000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:42.434000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:43.834000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:44.914000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:45.994000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:47.394000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:49.354000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:50.594000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:51.913000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:53.154000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:54.434000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:55.674000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:56.954000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:58.194000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:11:59.594000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:01.074000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:02.474000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:03.874000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:05.034000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:06.194000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:07.314000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:08.554000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:09.834000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:10.953000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:12.034000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:13.114000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:14.354000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:15.674000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:16.874000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:18.034000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:19.234000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:20.554000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:21.754000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:22.993000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:24.154000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:25.674000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:26.954000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:28.634000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:36.574000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:37.854000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:39.014000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:40.234000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:41.354000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:42.554000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:43.754000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:44.954000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:46.154000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:47.274000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:48.473000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:49.634000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:50.793000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:51.834000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:52.874000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:53.954000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:55.073000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:56.314000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:57.634000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:58.754000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:12:59.834000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:01.074000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:02.314000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:03.474000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:04.714000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:05.874000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:07.073000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:08.234000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:09.874000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:11.033000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:12.273000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:13.513000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:14.714000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:15.954000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:17.194000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:18.554000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:19.874000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:21.194000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:22.514000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:23.634000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:24.794000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:25.954000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:27.874000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:29.194000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:30.474000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:32.034000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:33.194000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:34.274000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:35.474000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:36.754000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:37.794000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:39.034000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:40.274000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:41.554000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:42.754000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:43.954000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:45.114000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:46.354000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:47.514000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:48.754000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:50.234000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:51.593000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:52.714000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:53.834000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:55.074000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:56.434000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:57.713000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:13:58.954000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:00.434000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:01.713000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:02.994000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:04.434000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:05.834000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:07.194000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:08.473000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:09.674000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:10.874000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:12.154000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:13.914000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:15.233000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:16.394000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:17.634000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:18.794000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:19.994000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:21.114000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:22.314000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:23.553000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:24.714000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:25.954000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:27.194000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:28.354000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:29.594000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:30.874000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:32.074000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:33.634000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:34.873000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:36.034000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:37.194000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:38.394000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:39.634000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:40.674000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:41.954000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:43.154000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:44.354000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:45.473000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:47.034000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:48.153000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:49.313000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:50.474000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:51.994000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:53.594000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:54.793000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:55.994000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:57.234000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:58.474000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:14:59.754000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:15:00.914000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:15:02.113000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:15:03.354000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:15:04.754000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:15:06.033000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:15:07.354000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:15:08.593000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:15:09.874000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:15:11.114000+02:00,fongenae.OnePlus.IN2023,0.0
2021-06-06 21:15:12.394000+02:00,fongenae.OnePlus.IN2023,0.0
