timestamp,source,proximity
2021-06-13 01:54:18.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:19.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:20.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:21.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:22.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:23.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:24.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:25.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:26.534000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:27.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:28.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:29.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:30.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:31.534000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:32.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:33.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:34.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:35.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:36.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:37.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:38.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:39.534000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:40.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:41.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:42.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:43.534000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:44.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:45.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:46.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:47.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:48.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:49.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:50.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:51.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:52.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:53.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:54.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:55.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:56.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:57.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:58.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:54:59.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:00.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:01.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:02.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:03.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:04.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:05.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:06.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:07.534000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:08.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:09.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:10.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:11.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:12.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:13.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:14.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:15.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:16.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:17.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:18.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:19.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:20.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:21.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:22.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:23.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:24.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:25.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:26.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:27.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:28.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:29.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:30.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:31.534000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:32.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
2021-06-13 01:55:33.535000+02:00,patient_Jonas.OnePlus.GM1903,0.0
