timestamp,source,screen_state
2021-06-12 14:59:13.839000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-12 14:59:14.588000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-12 14:59:59.820000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-12 15:37:34.157000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-12 15:37:35.021000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-12 15:38:39.939000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-12 15:38:39.939000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-12 16:27:48.429000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-12 16:27:48.760000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-12 16:28:10.328000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-12 16:28:10.328000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-12 17:04:20.896000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-12 17:04:25.216000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-12 17:12:27.660000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-12 17:12:33.491000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-12 18:05:33.561000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-12 18:05:34.897000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-12 18:06:21.536000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-12 18:11:22.011000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-12 18:11:22.579000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-12 18:11:53.783000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-12 18:14:01.660000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-12 18:14:02.123000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-12 18:15:49.104000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-12 18:15:49.104000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-12 18:17:55.867000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-12 18:17:56.639000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-12 18:19:04.570000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-12 18:22:02.614000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-12 18:22:03.192000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-12 18:23:12.962000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-12 18:23:12.962000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-12 18:26:18.013000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-12 18:26:27.386000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-12 18:26:27.386000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-12 18:26:29.416000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-12 18:26:37.040000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-12 18:26:37.040000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-12 18:26:38.372000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-12 18:26:44.038000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-12 18:26:44.038000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-12 18:27:38.603000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-12 18:27:44.276000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-12 18:27:47.050000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-12 18:27:52.456000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-12 18:27:52.456000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-12 18:27:55.780000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-12 18:28:01.377000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-12 18:28:03.073000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-12 18:28:10.916000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-12 18:29:35.594000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-12 18:45:11.370000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-12 18:45:11.780000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-12 18:45:56.091000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-12 18:45:56.091000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-12 18:46:30.956000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-12 18:46:34.120000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-12 18:47:05.300000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-12 18:49:37.093000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-12 18:49:38.206000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-12 18:50:14.712000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-12 20:24:33.510000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-12 20:24:33.589000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-12 20:25:51.350000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-12 20:27:01.748000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-12 20:27:02.664000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-12 20:29:10.739000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-12 20:29:45.116000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-12 20:29:47.787000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-12 20:29:48.144000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-12 20:29:48.714000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-12 20:31:43.840000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-12 20:41:21.782000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-12 20:41:22.443000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-12 20:41:47.181000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-12 20:41:47.181000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-12 20:51:52.855000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-12 20:51:53.583000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-12 20:52:48.304000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-12 20:52:48.304000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-12 21:19:50.538000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-12 21:19:51.045000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-12 21:20:24.764000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-12 21:23:39.983000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-12 21:23:40.668000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-12 21:23:59.879000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-12 21:23:59.879000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-12 21:36:42.289000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-12 21:36:42.959000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-12 21:37:04.983000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-12 23:13:31.870000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-12 23:13:33.677000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-12 23:15:13.539000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-12 23:15:13.539000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-13 07:40:41.226000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-13 07:40:51.163000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-13 07:41:38.722000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-14 13:52:05.890000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-14 13:52:06.450000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-14 13:52:36.868000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-14 13:52:36.868000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-16 07:15:14.668000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 07:15:14.668000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-16 08:15:02.018000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 08:15:02.188000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
